"IPR","gene","description"
"IPR004871","EfaB_MINUS_11124.g970","Cleavage/polyadenylation specificity factor, A subunit, C-terminal"
"IPR004871","EfaB_MINUS_8664.g847","Cleavage/polyadenylation specificity factor, A subunit, C-terminal"
"IPR004871","EfaB_PLUS_13222.g1097","Cleavage/polyadenylation specificity factor, A subunit, C-terminal"
"IPR004877","EfaB_MINUS_720.g56","Cytochrome b561, eukaryote"
"IPR004882","EfaB_MINUS_1974.g213","LUC7-related"
"IPR004882","EfaB_PLUS_1974.g213","LUC7-related"
"IPR004887","EfaB_PLUS_13385.g1162","Glutathione synthase, substrate-binding, eukaryotic"
"IPR004891","EfaB_PLUS_31151.g2280","MerC mercury resistance protein"
"IPR004895","EfaB_PLUS_34010.g2433","Prenylated rab acceptor PRA1"
"IPR004907","EfaB_PLUS_33854.g2425","ATPase, V1 complex, subunit C"
"IPR004908","EfaB_MINUS_56725.g2939","ATPase, V1 complex, subunit H"
"IPR004910","EfaB_MINUS_40637.g2671","Yippee-like protein"
"IPR004911","EfaB_PLUS_33854.g2421","Gamma interferon inducible lysosomal thiol reductase GILT"
"IPR004939","EfaB_PLUS_25458.g2119","Anaphase-promoting complex, subunit 10/DOC domain"
"IPR004942","EfaB_PLUS_42996.g2617","Dynein light chain-related"
"IPR004942","EfaB_PLUS_14881.g1216","Dynein light chain-related"
"IPR004953","EfaB_MINUS_13227.g1162","EB1, C-terminal"
"IPR004971","EfaB_PLUS_4789.g441","mRNA capping enzyme, large subunit"
"IPR004977","EfaB_MINUS_5727.g485","Ribosomal protein S25"
"IPR005011","EfaB_MINUS_23210.g2035","SART-1 protein"
"IPR005013","EfaB_MINUS_8817.g875","Oligosaccharyl transferase complex, subunit Wbp1"
"IPR005024","EfaB_MINUS_12534.g1100","Snf7"
"IPR005024","EfaB_MINUS_6743.g607","Snf7"
"IPR005024","EfaB_MINUS_17096.g1514","Snf7"
"IPR005031","EfaB_PLUS_25177.g2049","Streptomyces cyclase/dehydrase"
"IPR005033","EfaB_MINUS_13222.g1130","YEATS"
"IPR005037","EfaB_MINUS_15745.g1420","Pre-mRNA-splicing factor 38"
"IPR005037","EfaB_MINUS_33184.g2505","Pre-mRNA-splicing factor 38"
"IPR005043","EfaB_PLUS_9324.g879","CAS/CSE, C-terminal"
"IPR005045","EfaB_PLUS_22450.g1866","Protein of unknown function DUF284, transmembrane eukaryotic"
"IPR005045","EfaB_PLUS_1048.g116","Protein of unknown function DUF284, transmembrane eukaryotic"
"IPR005045","EfaB_MINUS_15576.g1348","Protein of unknown function DUF284, transmembrane eukaryotic"
"IPR005045","EfaB_PLUS_11414.g982","Protein of unknown function DUF284, transmembrane eukaryotic"
"IPR005052","EfaB_MINUS_56725.g2977","Legume-like lectin"
"IPR005061","EfaB_MINUS_56725.g2962","Domain of unknown function DUF292, eukaryotic"
"IPR005062","EfaB_MINUS_5792.g527","SAC3/GANP/Nin1/mts3/eIF-3 p25"
"IPR005062","EfaB_MINUS_7742.g732","SAC3/GANP/Nin1/mts3/eIF-3 p25"
"IPR005077","EfaB_MINUS_31746.g2436","Peptidase C11, clostripain"
"IPR005078","EfaB_PLUS_37748.g2502","Peptidase C54"
"IPR005100","EfaB_MINUS_28918.g2343","Transcription elongation factor Spt5, NGN domain"
"IPR005101","EfaB_PLUS_33184.g2395","DNA photolyase, FAD-binding/Cryptochrome, C-terminal"
"IPR005107","EfaB_PLUS_16742.g1421","CO dehydrogenase flavoprotein, C-terminal"
"IPR005120","EfaB_MINUS_4114.g415","Regulator of nonsense-mediated decay, UPF3"
"IPR005121","EfaB_MINUS_15697.g1406","Phenylalanyl-tRNA synthetase, beta subunit, ferrodoxin-fold anticodon-binding"
"IPR005122","EfaB_MINUS_26415.g2252","Uracil-DNA glycosylase-like"
"IPR005123","EfaB_MINUS_30201.g2352","Oxoglutarate/iron-dependent dioxygenase"
"IPR005123","EfaB_MINUS_720.g58","Oxoglutarate/iron-dependent dioxygenase"
"IPR005123","EfaB_PLUS_53301.g2771","Oxoglutarate/iron-dependent dioxygenase"
"IPR005123","EfaB_PLUS_26136.g2137","Oxoglutarate/iron-dependent dioxygenase"
"IPR005124","EfaB_PLUS_52892.g2744","Vacuolar (H+)-ATPase G subunit"
"IPR005135","EfaB_PLUS_38343.g2528","Endonuclease/exonuclease/phosphatase"
"IPR005135","EfaB_MINUS_2336.g265","Endonuclease/exonuclease/phosphatase"
"IPR005135","EfaB_PLUS_1903.g201","Endonuclease/exonuclease/phosphatase"
"IPR005135","EfaB_MINUS_56725.g2956","Endonuclease/exonuclease/phosphatase"
"IPR005135","EfaB_PLUS_27383.g2192","Endonuclease/exonuclease/phosphatase"
"IPR005135","EfaB_MINUS_25458.g2205","Endonuclease/exonuclease/phosphatase"
"IPR005135","EfaB_PLUS_56725.g2806","Endonuclease/exonuclease/phosphatase"
"IPR005135","EfaB_MINUS_20371.g1758","Endonuclease/exonuclease/phosphatase"
"IPR005135","EfaB_MINUS_56725.g2905","Endonuclease/exonuclease/phosphatase"
"IPR005135","EfaB_PLUS_22450.g1859","Endonuclease/exonuclease/phosphatase"
"IPR005139","EfaB_MINUS_25458.g2187","Peptide chain release factor"
"IPR005139","EfaB_PLUS_19222.g1609","Peptide chain release factor"
"IPR005140","EfaB_PLUS_13441.g1183","eRF1 domain 1/Pelota-like"
"IPR005140","EfaB_PLUS_9382.g882","eRF1 domain 1/Pelota-like"
"IPR005141","EfaB_PLUS_13441.g1183","eRF1 domain 2"
"IPR005141","EfaB_PLUS_9382.g882","eRF1 domain 2"
"IPR005142","EfaB_PLUS_9382.g882","eRF1 domain 3"
"IPR005142","EfaB_PLUS_13441.g1183","eRF1 domain 3"
"IPR005144","EfaB_MINUS_11030.g957","ATP-cone"
"IPR005145","EfaB_MINUS_17096.g1539","Putative GTP-binding controlling metal-binding domain"
"IPR005146","EfaB_PLUS_31498.g2308","B3/B4 tRNA-binding domain"
"IPR005147","EfaB_PLUS_31498.g2308","tRNA synthetase, B5-domain"
"IPR005148","EfaB_PLUS_7742.g761","Arginyl tRNA synthetase N-terminal domain"
"IPR005155","EfaB_PLUS_7715.g724","Ribosome biogenesis factor NIP7-like"
"IPR005160","EfaB_MINUS_14978.g1268","Ku70/Ku80 C-terminal arm"
"IPR005176","EfaB_MINUS_1425.g191","Potentiating neddylation domain"
"IPR005178","EfaB_MINUS_20437.g1844","Organic solute transporter Ost-alpha"
"IPR005178","EfaB_PLUS_15648.g1326","Organic solute transporter Ost-alpha"
"IPR005178","EfaB_PLUS_5788.g537","Organic solute transporter Ost-alpha"
"IPR005200","EfaB_PLUS_25458.g2120","Glycoside hydrolase, family 81"
"IPR005221","EfaB_PLUS_1048.g121","Phosphatidylserine decarboxylase"
"IPR005221","EfaB_MINUS_1072.g165","Phosphatidylserine decarboxylase"
"IPR005225","EfaB_MINUS_31498.g2407","Small GTP-binding protein domain"
"IPR005225","EfaB_PLUS_3469.g354","Small GTP-binding protein domain"
"IPR005225","EfaB_PLUS_5767.g512","Small GTP-binding protein domain"
"IPR005225","EfaB_PLUS_6035.g571","Small GTP-binding protein domain"
"IPR005225","EfaB_PLUS_34010.g2462","Small GTP-binding protein domain"
"IPR005225","EfaB_PLUS_228.g28","Small GTP-binding protein domain"
"IPR005225","EfaB_MINUS_8664.g859","Small GTP-binding protein domain"
"IPR005225","EfaB_MINUS_15697.g1402","Small GTP-binding protein domain"
"IPR005225","EfaB_PLUS_15349.g1261","Small GTP-binding protein domain"
"IPR005225","EfaB_PLUS_7048.g675","Small GTP-binding protein domain"
"IPR005225","EfaB_PLUS_7715.g726","Small GTP-binding protein domain"
"IPR005225","EfaB_MINUS_40637.g2670","Small GTP-binding protein domain"
"IPR005225","EfaB_MINUS_25052.g2115","Small GTP-binding protein domain"
"IPR005225","EfaB_PLUS_13222.g1116","Small GTP-binding protein domain"
"IPR005225","EfaB_PLUS_13227.g1159","Small GTP-binding protein domain"
"IPR005225","EfaB_MINUS_10824.g924","Small GTP-binding protein domain"
"IPR005225","EfaB_MINUS_276.g39","Small GTP-binding protein domain"
"IPR005225","EfaB_PLUS_7048.g695","Small GTP-binding protein domain"
"IPR005225","EfaB_PLUS_49504.g2696","Small GTP-binding protein domain"
"IPR005225","EfaB_MINUS_25398.g2166","Small GTP-binding protein domain"
"IPR005225","EfaB_PLUS_1425.g164","Small GTP-binding protein domain"
"IPR005225","EfaB_MINUS_7742.g787","Small GTP-binding protein domain"
"IPR005225","EfaB_PLUS_6743.g609","Small GTP-binding protein domain"
"IPR005225","EfaB_MINUS_7048.g647","Small GTP-binding protein domain"
"IPR005225","EfaB_PLUS_39892.g2558","Small GTP-binding protein domain"
"IPR005225","EfaB_MINUS_18869.g1679","Small GTP-binding protein domain"
"IPR005269","EfaB_MINUS_11135.g980","Cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG"
"IPR005294","EfaB_MINUS_32574.g2451","ATPase, F1 complex, alpha subunit"
"IPR005301","EfaB_MINUS_10843.g927","Mob1/phocein"
"IPR005301","EfaB_PLUS_15648.g1318","Mob1/phocein"
"IPR005304","EfaB_MINUS_2526.g314","Ribosomal biogenesis, methyltransferase, EMG1/NEP1"
"IPR005304","EfaB_PLUS_13227.g1143","Ribosomal biogenesis, methyltransferase, EMG1/NEP1"
"IPR005314","EfaB_MINUS_6743.g607","Peptidase C50, separase"
"IPR005324","EfaB_PLUS_15745.g1368","Ribosomal protein S5, C-terminal"
"IPR005324","EfaB_PLUS_7742.g792","Ribosomal protein S5, C-terminal"
"IPR005326","EfaB_MINUS_19222.g1686","Plectin/S10, N-terminal"
"IPR005334","EfaB_PLUS_24117.g2001","Tctex-1"
"IPR005336","EfaB_MINUS_21549.g1860","Uncharacterised protein family UPF0041"
"IPR005341","EfaB_PLUS_2074.g234","Protein Transporter, Pam16"
"IPR005343","EfaB_MINUS_21981.g1886","Uncharacterised protein family UPF0120"
"IPR005345","EfaB_MINUS_20371.g1787","PHF5-like"
"IPR005366","EfaB_MINUS_6743.g615","Uncharacterised protein family UPF0172"
"IPR005375","EfaB_MINUS_56725.g2955","Ubiquitin-fold modifier 1"
"IPR005377","EfaB_PLUS_7742.g742","Vacuolar protein sorting-associated protein 26"
"IPR005378","EfaB_PLUS_14881.g1212","Vacuolar protein sorting-associated protein 35"
"IPR005398","EfaB_MINUS_16916.g1507","Tubby, N-terminal"
"IPR005398","EfaB_MINUS_15576.g1327","Tubby, N-terminal"
"IPR005467","EfaB_MINUS_2526.g312","Signal transduction histidine kinase, core"
"IPR005474","EfaB_PLUS_15899.g1396","Transketolase, N-terminal"
"IPR005474","EfaB_MINUS_23143.g1998","Transketolase, N-terminal"
"IPR005475","EfaB_MINUS_14053.g1228","Transketolase-like, pyrimidine-binding domain"
"IPR005475","EfaB_MINUS_23210.g2016","Transketolase-like, pyrimidine-binding domain"
"IPR005475","EfaB_PLUS_15899.g1396","Transketolase-like, pyrimidine-binding domain"
"IPR005475","EfaB_PLUS_24701.g2010","Transketolase-like, pyrimidine-binding domain"
"IPR005475","EfaB_MINUS_23143.g1998","Transketolase-like, pyrimidine-binding domain"
"IPR005476","EfaB_MINUS_23210.g2016","Transketolase, C-terminal"
"IPR005476","EfaB_PLUS_15899.g1396","Transketolase, C-terminal"
"IPR005476","EfaB_PLUS_24701.g2010","Transketolase, C-terminal"
"IPR005477","EfaB_PLUS_15899.g1396","Deoxyxylulose-5-phosphate synthase"
"IPR005478","EfaB_MINUS_23143.g1998","Transketolase, bacterial-like"
"IPR005479","EfaB_PLUS_17901.g1531","Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain"
"IPR005479","EfaB_PLUS_24117.g1980","Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain"
"IPR005480","EfaB_PLUS_17901.g1531","Carbamoyl-phosphate synthetase, large subunit oligomerisation domain"
"IPR005481","EfaB_PLUS_24117.g1980","Carbamoyl-phosphate synthase, large subunit, N-terminal"
"IPR005481","EfaB_PLUS_17901.g1531","Carbamoyl-phosphate synthase, large subunit, N-terminal"
"IPR005482","EfaB_PLUS_24117.g1980","Biotin carboxylase, C-terminal"
"IPR005483","EfaB_PLUS_17901.g1531","Carbamoyl-phosphate synthase large subunit, CPSase domain"
"IPR005484","EfaB_PLUS_6035.g583","Ribosomal protein L18/L5"
"IPR005485","EfaB_PLUS_6035.g583","Ribosomal protein L5 eukaryotic/L18 archaeal"
"IPR005517","EfaB_MINUS_33184.g2486","Translation elongation factor EFG/EF2, domain IV"
"IPR005517","EfaB_MINUS_18869.g1679","Translation elongation factor EFG/EF2, domain IV"
"IPR005517","EfaB_PLUS_228.g28","Translation elongation factor EFG/EF2, domain IV"
"IPR005517","EfaB_PLUS_13227.g1159","Translation elongation factor EFG/EF2, domain IV"
"IPR005522","EfaB_MINUS_16916.g1506","Inositol polyphosphate kinase"
"IPR005522","EfaB_PLUS_24117.g1972","Inositol polyphosphate kinase"
"IPR005522","EfaB_PLUS_20371.g1651","Inositol polyphosphate kinase"
"IPR005549","EfaB_MINUS_9382.g889","Kinetochore protein Nuf2"
"IPR005550","EfaB_PLUS_47595.g2680","Kinetochore protein Ndc80"
"IPR005553","EfaB_MINUS_22732.g1965","Cytoadherence-linked asexual protein"
"IPR005553","EfaB_MINUS_22732.g1966","Cytoadherence-linked asexual protein"
"IPR005554","EfaB_MINUS_5670.g476","Nrap protein"
"IPR005570","EfaB_PLUS_25177.g2064","RNA polymerase, Rpb8"
"IPR005571","EfaB_MINUS_5788.g511","RNA polymerase, Rpb5, N-terminal"
"IPR005574","EfaB_MINUS_1425.g195","RNA polymerase II, Rpb4"
"IPR005574","EfaB_PLUS_28105.g2220","RNA polymerase II, Rpb4"
"IPR005576","EfaB_PLUS_800.g98","RNA polymerase Rpb7, N-terminal"
"IPR005578","EfaB_MINUS_11233.g985","Hrf1"
"IPR005607","EfaB_MINUS_6743.g596","BSD"
"IPR005607","EfaB_PLUS_17907.g1554","BSD"
"IPR005609","EfaB_PLUS_20371.g1689","Preprotein translocase Sec, Sec61-beta subunit"
"IPR005612","EfaB_MINUS_43533.g2742","CCAAT-binding factor"
"IPR005612","EfaB_PLUS_11124.g959","CCAAT-binding factor"
"IPR005615","EfaB_PLUS_13385.g1162","Glutathione synthase, eukaryotic"
"IPR005631","EfaB_PLUS_56725.g2846","Protein of unknown function DUF339"
"IPR005632","EfaB_PLUS_22450.g1841","Chaperone protein Skp"
"IPR005633","EfaB_PLUS_33184.g2416","Ribosomal protein L23/L25, N-terminal"
"IPR005636","EfaB_MINUS_56725.g2945","DTW"
"IPR005636","EfaB_MINUS_31746.g2427","DTW"
"IPR005647","EfaB_MINUS_11414.g1003","Meiotic nuclear division protein 1"
"IPR005651","EfaB_MINUS_11135.g979","Uncharacterised protein family UPF0434/Trm112"
"IPR005654","EfaB_MINUS_13201.g1120","ATPase, AFG1-like"
"IPR005656","EfaB_MINUS_6929.g630","MmgE/PrpD"
"IPR005674","EfaB_MINUS_17907.g1638","CocE/NonD hydrolase"
"IPR005703","EfaB_PLUS_7742.g798","Ribosomal protein S3, eukaryotic/archaeal"
"IPR005707","EfaB_PLUS_8675.g856","Ribosomal protein S2, eukaryotic/archaeal"
"IPR005710","EfaB_PLUS_1425.g181","Ribosomal protein S4/S9, eukaryotic/archaeal"
"IPR005711","EfaB_PLUS_7742.g792","Ribosomal protein S5, eukaryotic/archaeal"
"IPR005713","EfaB_PLUS_800.g87","Ribosomal protein S19A/S15e"
"IPR005715","EfaB_MINUS_47595.g2790","Glutamate 5-kinase/delta-1-pyrroline-5-carboxylate synthase"
"IPR005716","EfaB_MINUS_7048.g668","Ribosomal protein S5/S7, eukaryotic/archaeal"
"IPR005721","EfaB_MINUS_15648.g1365","Ribosomal protein L22/L17, eukaryotic/archaeal"
"IPR005722","EfaB_MINUS_34020.g2562","ATPase, F1 complex, beta subunit"
"IPR005723","EfaB_PLUS_26831.g2171","ATPase, V1 complex, subunit B"
"IPR005725","EfaB_PLUS_12065.g1041","ATPase, V1 complex, subunit A"
"IPR005729","EfaB_MINUS_11882.g1039","Ribosomal protein S10, eukaryotic/archaeal"
"IPR005746","EfaB_PLUS_34010.g2447","Thioredoxin"
"IPR005746","EfaB_MINUS_17195.g1563","Thioredoxin"
"IPR005746","EfaB_PLUS_23272.g1958","Thioredoxin"
"IPR005746","EfaB_PLUS_9917.g893","Thioredoxin"
"IPR005746","EfaB_PLUS_16835.g1432","Thioredoxin"
"IPR005746","EfaB_PLUS_23210.g1938","Thioredoxin"
"IPR005746","EfaB_PLUS_7742.g744","Thioredoxin"
"IPR005749","EfaB_PLUS_6743.g608","Ribosomal protein L15, bacterial-type"
"IPR005755","EfaB_PLUS_25458.g2106","Ribosomal protein L13, eukaryotic/archaeal"
"IPR005756","EfaB_MINUS_14667.g1232","Ribosomal protein L26/L24P, eukaryotic/archaeal"
"IPR005772","EfaB_MINUS_11414.g1024","ATPase, V1 complex, subunit F, eukaryotic"
"IPR005788","EfaB_PLUS_7742.g744","Disulphide isomerase"
"IPR005788","EfaB_PLUS_9917.g893","Disulphide isomerase"
"IPR005792","EfaB_PLUS_9917.g893","Protein disulphide isomerase"
"IPR005801","EfaB_PLUS_1068.g136","ADC synthase"
"IPR005804","EfaB_MINUS_13222.g1141","Fatty acid desaturase, type 1"
"IPR005804","EfaB_MINUS_3469.g366","Fatty acid desaturase, type 1"
"IPR005809","EfaB_PLUS_36188.g2488","Succinyl-CoA synthetase, beta subunit"
"IPR005810","EfaB_MINUS_20371.g1776","Succinyl-CoA ligase, alpha subunit"
"IPR005811","EfaB_MINUS_20371.g1776","ATP-citrate lyase/succinyl-CoA ligase"
"IPR005811","EfaB_PLUS_36188.g2488","ATP-citrate lyase/succinyl-CoA ligase"
"IPR005811","EfaB_PLUS_25458.g2107","ATP-citrate lyase/succinyl-CoA ligase"
"IPR005814","EfaB_MINUS_33184.g2487","Aminotransferase class-III"
"IPR005821","EfaB_MINUS_31151.g2377","Ion transport domain"
"IPR005821","EfaB_MINUS_13222.g1139","Ion transport domain"
"IPR005822","EfaB_PLUS_11414.g980","Ribosomal protein L13"
"IPR005822","EfaB_PLUS_25458.g2106","Ribosomal protein L13"
"IPR005823","EfaB_PLUS_11414.g980","Ribosomal protein L13, bacterial-type"
"IPR005824","EfaB_MINUS_28918.g2343","KOW"
"IPR005824","EfaB_PLUS_17907.g1569","KOW"
"IPR005824","EfaB_MINUS_13385.g1195","KOW"
"IPR005824","EfaB_MINUS_14667.g1232","KOW"
"IPR005824","EfaB_MINUS_18749.g1669","KOW"
"IPR005828","EfaB_PLUS_33184.g2405","General substrate transporter"
"IPR005828","EfaB_MINUS_43533.g2726","General substrate transporter"
"IPR005828","EfaB_PLUS_17907.g1546","General substrate transporter"
"IPR005829","EfaB_MINUS_43533.g2726","Sugar transporter, conserved site"
"IPR005829","EfaB_PLUS_17907.g1546","Sugar transporter, conserved site"
"IPR005834","EfaB_MINUS_18472.g1656","Haloacid dehalogenase-like hydrolase"
"IPR005834","EfaB_PLUS_43533.g2658","Haloacid dehalogenase-like hydrolase"
"IPR005834","EfaB_MINUS_9917.g908","Haloacid dehalogenase-like hydrolase"
"IPR005834","EfaB_MINUS_40565.g2659","Haloacid dehalogenase-like hydrolase"
"IPR005834","EfaB_PLUS_22284.g1815","Haloacid dehalogenase-like hydrolase"
"IPR005834","EfaB_MINUS_32574.g2473","Haloacid dehalogenase-like hydrolase"
"IPR005834","EfaB_MINUS_25177.g2146","Haloacid dehalogenase-like hydrolase"
"IPR005834","EfaB_MINUS_31498.g2421","Haloacid dehalogenase-like hydrolase"
"IPR005841","EfaB_MINUS_720.g59","Alpha-D-phosphohexomutase superfamily"
"IPR005841","EfaB_MINUS_40637.g2669","Alpha-D-phosphohexomutase superfamily"
"IPR005843","EfaB_MINUS_720.g59","Alpha-D-phosphohexomutase, C-terminal"
"IPR005843","EfaB_MINUS_7048.g675","Alpha-D-phosphohexomutase, C-terminal"
"IPR005844","EfaB_MINUS_40637.g2669","Alpha-D-phosphohexomutase, alpha/beta/alpha domain I"
"IPR005844","EfaB_MINUS_7048.g675","Alpha-D-phosphohexomutase, alpha/beta/alpha domain I"
"IPR005844","EfaB_MINUS_720.g59","Alpha-D-phosphohexomutase, alpha/beta/alpha domain I"
"IPR005845","EfaB_MINUS_720.g59","Alpha-D-phosphohexomutase, alpha/beta/alpha domain II"
"IPR005845","EfaB_MINUS_40637.g2669","Alpha-D-phosphohexomutase, alpha/beta/alpha domain II"
"IPR005845","EfaB_MINUS_7048.g675","Alpha-D-phosphohexomutase, alpha/beta/alpha domain II"
"IPR005846","EfaB_MINUS_40637.g2669","Alpha-D-phosphohexomutase, alpha/beta/alpha domain III"
"IPR005846","EfaB_MINUS_720.g59","Alpha-D-phosphohexomutase, alpha/beta/alpha domain III"
"IPR005855","EfaB_MINUS_18869.g1677","Glucosamine-fructose-6-phosphate aminotransferase, isomerising"
"IPR005874","EfaB_PLUS_38343.g2524","Eukaryotic translation initiation factor SUI1"
"IPR005886","EfaB_PLUS_25458.g2103","UDP-glucose 4-epimerase"
"IPR005904","EfaB_PLUS_16835.g1433","Hypoxanthine phosphoribosyl transferase"
"IPR005936","EfaB_PLUS_13227.g1141","Peptidase, FtsH"
"IPR005937","EfaB_PLUS_3407.g341","26S proteasome subunit P45"
"IPR005937","EfaB_PLUS_4114.g409","26S proteasome subunit P45"
"IPR005937","EfaB_PLUS_3222.g331","26S proteasome subunit P45"
"IPR005937","EfaB_MINUS_4891.g454","26S proteasome subunit P45"
"IPR005937","EfaB_MINUS_11414.g998","26S proteasome subunit P45"
"IPR005938","EfaB_MINUS_2387.g279","ATPase, AAA-type, CDC48"
"IPR005946","EfaB_MINUS_33184.g2482","Ribose-phosphate diphosphokinase"
"IPR005952","EfaB_MINUS_228.g18","Phosphoglycerate mutase 1"
"IPR005998","EfaB_MINUS_24117.g2069","Ribosomal protein L7, eukaryotic"
"IPR006011","EfaB_PLUS_7742.g800","Syntaxin, N-terminal"
"IPR006011","EfaB_PLUS_7703.g720","Syntaxin, N-terminal"
"IPR006011","EfaB_PLUS_13201.g1093","Syntaxin, N-terminal"
"IPR006012","EfaB_PLUS_13201.g1093","Syntaxin/epimorphin, conserved site"
"IPR006016","EfaB_MINUS_14978.g1284","UspA"
"IPR006021","EfaB_MINUS_20412.g1811","Staphylococcal nuclease (SNase-like)"
"IPR006021","EfaB_MINUS_1068.g148","Staphylococcal nuclease (SNase-like)"
"IPR006021","EfaB_PLUS_11124.g955","Staphylococcal nuclease (SNase-like)"
"IPR006021","EfaB_PLUS_22450.g1847","Staphylococcal nuclease (SNase-like)"
"IPR006021","EfaB_MINUS_9382.g890","Staphylococcal nuclease (SNase-like)"
"IPR006032","EfaB_MINUS_228.g29","Ribosomal protein S12/S23"
"IPR006034","EfaB_MINUS_31498.g2403","Asparaginase/glutaminase"
"IPR006047","EfaB_PLUS_25458.g2110","Glycosyl hydrolase, family 13, catalytic domain"
"IPR006047","EfaB_MINUS_17195.g1559","Glycosyl hydrolase, family 13, catalytic domain"
"IPR006047","EfaB_MINUS_42416.g2686","Glycosyl hydrolase, family 13, catalytic domain"
"IPR006047","EfaB_MINUS_23143.g1981","Glycosyl hydrolase, family 13, catalytic domain"
"IPR006048","EfaB_PLUS_25458.g2110","Alpha-amylase, C-terminal all beta"
"IPR006048","EfaB_MINUS_23143.g1981","Alpha-amylase, C-terminal all beta"
"IPR006055","EfaB_MINUS_37748.g2601","Exonuclease"
"IPR006055","EfaB_PLUS_26136.g2132","Exonuclease"
"IPR006055","EfaB_PLUS_31498.g2317","Exonuclease"
"IPR006058","EfaB_MINUS_1048.g128","2Fe-2S ferredoxin, iron-sulphur binding site"
