Mouse Gene Identifier,Mouse Gene Product Description,Plasmodium Gene Indentifier,Plasmodium Gene Product Description,Interaction Type
ENSMUSG00000023931,"EF hand domain family, member B [Source:MGI Symbol;Acc:MGI:3045296]",PBANKA_081690,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000068739,seryl-aminoacyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:102809],PBANKA_081720,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_081860,"ATP-dependent RNA helicase, putative",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_081890,"heat shock protein 70, putative",ISIGEM
ENSMUSG00000001285,melanocyte proliferating gene 1 [Source:MGI Symbol;Acc:MGI:1929864],PBANKA_081990,nucleosome assembly protein,ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_082000,"DNAJ-like molecular chaperone protein, putative",ISIGEM
ENSMUSG00000045111,trace amine-associated receptor 6 [Source:MGI Symbol;Acc:MGI:2685074],PBANKA_082040,"sugar transporter, putative",ISIGEM
ENSMUSG00000063762,"taste receptor, type 2, member 129 [Source:MGI Symbol;Acc:MGI:2681276]",PBANKA_082090,"long chain fatty acid elongation enzyme, putative",ISIGEM
ENSMUSG00000001285,melanocyte proliferating gene 1 [Source:MGI Symbol;Acc:MGI:1929864],PBANKA_082160,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_082330,"para-aminobenzoic acid synthetase, putative",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_082480,"RNA-binding protein, putative",ISIGEM
ENSMUSG00000047149,olfactory receptor 1052 [Source:MGI Symbol;Acc:MGI:3030886],PBANKA_082570,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000091863,predicted gene 7157 [Source:MGI Symbol;Acc:MGI:3779684],PBANKA_082590,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000070868,selection and upkeep of intraepithelial T cells 3 [Source:MGI Symbol;Acc:MGI:3045331],PBANKA_082710,"protein kinase, putative",ISIGEM
ENSMUSG00000055319,Sec23 interacting protein [Source:MGI Symbol;Acc:MGI:2450915],PBANKA_082740,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000006490,"prolactin family8, subfamily a, member 9 [Source:MGI Symbol;Acc:MGI:1914560]",PBANKA_082780,"CS domain protein, putative",ISIGEM
ENSMUSG00000006490,"prolactin family8, subfamily a, member 9 [Source:MGI Symbol;Acc:MGI:1914560]",PBANKA_082880,"cytochrome c oxidase, putative",ISIGEM
ENSMUSG00000025337,Shwachman-Bodian-Diamond syndrome homolog (human) [Source:MGI Symbol;Acc:MGI:1913961],PBANKA_082920,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000031711,zinc finger protein 330 [Source:MGI Symbol;Acc:MGI:1353574],PBANKA_082920,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_082930,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000040328,olfactory receptor 56 [Source:MGI Symbol;Acc:MGI:1333785],PBANKA_082950,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000002741,YKT6 homolog (S. Cerevisiae) [Source:MGI Symbol;Acc:MGI:1927550],PBANKA_082970,"guanylate kinase, putative",ISIGEM
ENSMUSG00000029003,MAD2 mitotic arrest deficient-like 2 (yeast) [Source:MGI Symbol;Acc:MGI:1919140],PBANKA_082970,"guanylate kinase, putative",ISIGEM
ENSMUSG00000048047,zinc finger and BTB domain containing 33 [Source:MGI Symbol;Acc:MGI:1927290],PBANKA_082970,"guanylate kinase, putative",ISIGEM
ENSMUSG00000061904,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3 [Source:MGI Symbol;Acc:MGI:1353498]",PBANKA_083000,"RNA-binding protein, putative",ISIGEM
ENSMUSG00000026035,peptidylprolyl isomerase (cyclophilin)-like 3 [Source:MGI Symbol;Acc:MGI:1917475],PBANKA_083170,"NifU-like protein, putative",ISIGEM
ENSMUSG00000057982,zinc finger protein 809 [Source:MGI Symbol;Acc:MGI:2143362],PBANKA_083170,"NifU-like protein, putative",ISIGEM
ENSMUSG00000048047,zinc finger and BTB domain containing 33 [Source:MGI Symbol;Acc:MGI:1927290],PBANKA_083290,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_083360,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000029777,glycyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:2449057],PBANKA_083390,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000031711,zinc finger protein 330 [Source:MGI Symbol;Acc:MGI:1353574],PBANKA_083430,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_083470,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000035305,receptor tyrosine kinase-like orphan receptor 1 [Source:MGI Symbol;Acc:MGI:1347520],PBANKA_083520,"transcription factor with AP2 domain(s), putative",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_083580,"small nuclear ribonucleoprotein (snRNP), putative",ISIGEM
ENSMUSG00000023931,"EF hand domain family, member B [Source:MGI Symbol;Acc:MGI:3045296]",PBANKA_083680,Pb-fam-1 protein,ISIGEM
ENSMUSG00000040328,olfactory receptor 56 [Source:MGI Symbol;Acc:MGI:1333785],PBANKA_090290,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000029003,MAD2 mitotic arrest deficient-like 2 (yeast) [Source:MGI Symbol;Acc:MGI:1919140],PBANKA_090510,"carbohydrate kinase, putative",ISIGEM
ENSMUSG00000029066,mitochondrial ribosomal protein L20 [Source:MGI Symbol;Acc:MGI:2137221],PBANKA_090560,"translation initiation factor eIF-1A, putative",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_090570,"DNA-directed RNA polymerase I, putative",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_090580,"DnaJ protein, putative",ISIGEM
ENSMUSG00000015733,"capping protein (actin filament) muscle Z-line, alpha 2 [Source:MGI Symbol;Acc:MGI:106222]",PBANKA_090940,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000029066,mitochondrial ribosomal protein L20 [Source:MGI Symbol;Acc:MGI:2137221],PBANKA_091040,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_091080,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000075177,olfactory receptor 1084 [Source:MGI Symbol;Acc:MGI:3030918],PBANKA_091170,subtilisin-like protease 2,ISIGEM
ENSMUSG00000023931,"EF hand domain family, member B [Source:MGI Symbol;Acc:MGI:3045296]",PBANKA_091310,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000006490,"prolactin family8, subfamily a, member 9 [Source:MGI Symbol;Acc:MGI:1914560]",PBANKA_091340,"protein phosphatase 2C, putative",ISIGEM
ENSMUSG00000023931,"EF hand domain family, member B [Source:MGI Symbol;Acc:MGI:3045296]",PBANKA_091460,"RNA (uracil-5-)methyltransferase, putative",ISIGEM
ENSMUSG00000067173,"MAS-related GPR, member A4 [Source:MGI Symbol;Acc:MGI:3033100]",PBANKA_091480,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000066241,olfactory receptor 514 [Source:MGI Symbol;Acc:MGI:3030348],PBANKA_091490,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_091580,"pre-mRNA splicing factor, putative",ISIGEM
ENSMUSG00000054589,predicted gene 9949 [Source:MGI Symbol;Acc:MGI:3647947],PBANKA_091790,"26S protease subunit regulatory subunit 6a, putative",ISIGEM
ENSMUSG00000051232,transmembrane protein 199 [Source:MGI Symbol;Acc:MGI:2144113],PBANKA_091830,"transporter, putative",ISIGEM
ENSMUSG00000035614,"family with sequence similarity 179, member B [Source:MGI Symbol;Acc:MGI:2684313]",PBANKA_091860,"phosphatidylinositol-4-phosphate 5-kinase, putative",ISIGEM
ENSMUSG00000061305,olfactory receptor 342 [Source:MGI Symbol;Acc:MGI:3030176],PBANKA_091860,"phosphatidylinositol-4-phosphate 5-kinase, putative",ISIGEM
ENSMUSG00000039372,membrane-associated ring finger (C3HC4) 4 [Source:MGI Symbol;Acc:MGI:2683550],PBANKA_091900,"26S proteasome regulatory complex subunit, putative",ISIGEM
ENSMUSG00000045336,"heat shock transcription factor, Y linked 2 [Source:MGI Symbol;Acc:MGI:1918316]",PBANKA_091910,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000035305,receptor tyrosine kinase-like orphan receptor 1 [Source:MGI Symbol;Acc:MGI:1347520],PBANKA_092100,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000068882,Sjogren syndrome antigen B [Source:MGI Symbol;Acc:MGI:98423],PBANKA_092140,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000040328,olfactory receptor 56 [Source:MGI Symbol;Acc:MGI:1333785],PBANKA_092310,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000029003,MAD2 mitotic arrest deficient-like 2 (yeast) [Source:MGI Symbol;Acc:MGI:1919140],PBANKA_092330,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000036632,"asparagine-linked glycosylation 5 homolog (yeast, dolichyl-phosphate beta-glucosyltransferase) [Source:MGI Symbol;Acc:MGI:1913498]",PBANKA_092330,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000053334,FIC domain containing [Source:MGI Symbol;Acc:MGI:1098550],PBANKA_092330,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000063549,olfactory receptor 179 [Source:MGI Symbol;Acc:MGI:3030013],PBANKA_092380,"pyruvate dehydrogenase E1 component, alpha subunit, putative",ISIGEM
ENSMUSG00000040328,olfactory receptor 56 [Source:MGI Symbol;Acc:MGI:1333785],PBANKA_092420,"neutral-sphingomyelinase activation factor protein, putative",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_092440,"splicing factor, putative",ISIGEM
ENSMUSG00000054589,predicted gene 9949 [Source:MGI Symbol;Acc:MGI:3647947],PBANKA_092440,"splicing factor, putative",ISIGEM
ENSMUSG00000040328,olfactory receptor 56 [Source:MGI Symbol;Acc:MGI:1333785],PBANKA_092480,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_092590,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000026035,peptidylprolyl isomerase (cyclophilin)-like 3 [Source:MGI Symbol;Acc:MGI:1917475],PBANKA_092660,"ABC transporter GCN20, putative",ISIGEM
ENSMUSG00000001285,melanocyte proliferating gene 1 [Source:MGI Symbol;Acc:MGI:1929864],PBANKA_092670,circumsporozoite-related antigen,ISIGEM
ENSMUSG00000068739,seryl-aminoacyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:102809],PBANKA_092990,"heat shock protein 90, putative",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_093000,"clathrin assembly protein AP19, putative",ISIGEM
ENSMUSG00000016982,POM121 membrane glycoprotein-like 2 (rat) [Source:MGI Symbol;Acc:MGI:2684870],PBANKA_093080,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000078796,zinc finger protein 541 [Source:MGI Symbol;Acc:MGI:3647699],PBANKA_093080,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000078924,predicted gene 12169 [Source:MGI Symbol;Acc:MGI:3650838],PBANKA_093080,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000039720,glutamic-oxaloacetic transaminase 1-like 1 [Source:MGI Symbol;Acc:MGI:1923865],PBANKA_093230,"transcription factor with AP2 domain(s), putative",ISIGEM
ENSMUSG00000050471,"family with sequence similarity 118, member B [Source:MGI Symbol;Acc:MGI:1924483]",PBANKA_093290,"glycerol-3-phosphate dehydrogenase, putative",ISIGEM
ENSMUSG00000068739,seryl-aminoacyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:102809],PBANKA_093290,"glycerol-3-phosphate dehydrogenase, putative",ISIGEM
ENSMUSG00000031711,zinc finger protein 330 [Source:MGI Symbol;Acc:MGI:1353574],PBANKA_093350,rhomboid 1,ISIGEM
ENSMUSG00000006490,"prolactin family8, subfamily a, member 9 [Source:MGI Symbol;Acc:MGI:1914560]",PBANKA_093430,"protein tyrosine phosphatase, putative",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_093660,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_093750,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000000724,"crystallin, beta A1 [Source:MGI Symbol;Acc:MGI:88518]",PBANKA_093800,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023931,"EF hand domain family, member B [Source:MGI Symbol;Acc:MGI:3045296]",PBANKA_093910,"transcription factor with AP2 domain(s), putative",ISIGEM
ENSMUSG00000030007,"chaperonin containing Tcp1, subunit 7 (eta) [Source:MGI Symbol;Acc:MGI:107184]",PBANKA_094030,"DEAD/DEAH helicase, putative",ISIGEM
ENSMUSG00000055319,Sec23 interacting protein [Source:MGI Symbol;Acc:MGI:2450915],PBANKA_094030,"DEAD/DEAH helicase, putative",ISIGEM
ENSMUSG00000025337,Shwachman-Bodian-Diamond syndrome homolog (human) [Source:MGI Symbol;Acc:MGI:1913961],PBANKA_094090,"RuvB DNA helicase, putative",ISIGEM
ENSMUSG00000037234,hook homolog 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:2443554],PBANKA_094090,"RuvB DNA helicase, putative",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_094130,"translocon component PTEX88, putative",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_094150,"40S ribosomal protein S4, putative",ISIGEM
ENSMUSG00000006728,cyclin-dependent kinase 4 [Source:MGI Symbol;Acc:MGI:88357],PBANKA_094160,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000041859,minichromosome maintenance deficient 3 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:101845],PBANKA_094160,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023931,"EF hand domain family, member B [Source:MGI Symbol;Acc:MGI:3045296]",PBANKA_094190,"histone H4, putative",ISIGEM
ENSMUSG00000043119,olfactory receptor 448 [Source:MGI Symbol;Acc:MGI:3030282],PBANKA_094230,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000001285,melanocyte proliferating gene 1 [Source:MGI Symbol;Acc:MGI:1929864],PBANKA_094250,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023931,"EF hand domain family, member B [Source:MGI Symbol;Acc:MGI:3045296]",PBANKA_094310,Not1 domain containing protein,ISIGEM
ENSMUSG00000054589,predicted gene 9949 [Source:MGI Symbol;Acc:MGI:3647947],PBANKA_094350,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000068739,seryl-aminoacyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:102809],PBANKA_100010,"reticulocyte binding protein, putative",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_100020,Pb-fam-1 protein,ISIGEM
ENSMUSG00000054589,predicted gene 9949 [Source:MGI Symbol;Acc:MGI:3647947],PBANKA_100200,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000058499,prolactin induced protein [Source:MGI Symbol;Acc:MGI:102696],PBANKA_100220,6-cysteine protein,ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_100240,"protease, putative",ISIGEM
ENSMUSG00000054589,predicted gene 9949 [Source:MGI Symbol;Acc:MGI:3647947],PBANKA_100240,"protease, putative",ISIGEM
ENSMUSG00000023931,"EF hand domain family, member B [Source:MGI Symbol;Acc:MGI:3045296]",PBANKA_100430,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000054589,predicted gene 9949 [Source:MGI Symbol;Acc:MGI:3647947],PBANKA_100430,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000026035,peptidylprolyl isomerase (cyclophilin)-like 3 [Source:MGI Symbol;Acc:MGI:1917475],PBANKA_100460,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000051182,olfactory receptor 655 [Source:MGI Symbol;Acc:MGI:3030489],PBANKA_100470,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000090527,predicted gene 5538 [Source:MGI Symbol;Acc:MGI:3779495],PBANKA_100470,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000068739,seryl-aminoacyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:102809],PBANKA_100710,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_100800,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_100820,cGMP-dependent protein kinase,ISIGEM
ENSMUSG00000001285,melanocyte proliferating gene 1 [Source:MGI Symbol;Acc:MGI:1929864],PBANKA_100850,translocon component PTEX150,ISIGEM
ENSMUSG00000024223,RIKEN cDNA 4930511I11 gene [Source:MGI Symbol;Acc:MGI:1914895],PBANKA_100870,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023931,"EF hand domain family, member B [Source:MGI Symbol;Acc:MGI:3045296]",PBANKA_101140,"DNA topoisomerase II, putative",ISIGEM
ENSMUSG00000054589,predicted gene 9949 [Source:MGI Symbol;Acc:MGI:3647947],PBANKA_101140,"DNA topoisomerase II, putative",ISIGEM
ENSMUSG00000061489,olfactory receptor 525 [Source:MGI Symbol;Acc:MGI:3030359],PBANKA_101310,"60S ribosomal protein L14, putative",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_101330,mitogen-activated protein kinase 1,ISIGEM
ENSMUSG00000006490,"prolactin family8, subfamily a, member 9 [Source:MGI Symbol;Acc:MGI:1914560]",PBANKA_101350,"cytosolic preribosomal GTPase, putative",ISIGEM
ENSMUSG00000040328,olfactory receptor 56 [Source:MGI Symbol;Acc:MGI:1333785],PBANKA_101440,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000068739,seryl-aminoacyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:102809],PBANKA_101440,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_101470,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000054589,predicted gene 9949 [Source:MGI Symbol;Acc:MGI:3647947],PBANKA_101470,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000040328,olfactory receptor 56 [Source:MGI Symbol;Acc:MGI:1333785],PBANKA_101530,"rRNA (adenosine-2'-O-)-methyltransferase, putative",ISIGEM
ENSMUSG00000091844,predicted gene 8251 [Source:MGI Symbol;Acc:MGI:3647616],PBANKA_101630,"proliferation-associated protein 2g4, putative",ISIGEM
ENSMUSG00000068739,seryl-aminoacyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:102809],PBANKA_101720,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000054589,predicted gene 9949 [Source:MGI Symbol;Acc:MGI:3647947],PBANKA_101810,"ABC transporter, putative",ISIGEM
ENSMUSG00000033257,"tubulin tyrosine ligase-like family, member 4 [Source:MGI Symbol;Acc:MGI:1914784]",PBANKA_101830,"dynein-associated protein, putative",ISIGEM
ENSMUSG00000006490,"prolactin family8, subfamily a, member 9 [Source:MGI Symbol;Acc:MGI:1914560]",PBANKA_101860,"60S ribosomal protein L21e, putative",ISIGEM
ENSMUSG00000055319,Sec23 interacting protein [Source:MGI Symbol;Acc:MGI:2450915],PBANKA_101870,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000070459,olfactory receptor 290 [Source:MGI Symbol;Acc:MGI:3030124],PBANKA_101880,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000029620,RIKEN cDNA 1700018F24 gene [Source:MGI Symbol;Acc:MGI:1916646],PBANKA_101980,"serine/threonine protein kinase, putative",ISIGEM
