[Gene ID]	[Fold Change]	[Chosen Comp (log2)]	[Chosen Ref (log2)]	[Previous ID(s)]	
TGME49_224620	-1.1	1	1.07	1908.t000594, 42.m05836, TGME49_024620, TgGLEAN_6506, TgGlmHMM_2860, TgTigrScan_2751, TgTwinScan_5269, mrna.TGME49_024620A, tigr:cds.TGME49_024620A	
TGME49_224630	-1	0	0.02	1908.t000595, 42.m03366, TGME49_024630, TgGlmHMM_2860, mrna.TGME49_024630A, tigr:cds.TGME49_024630A	
TGME49_224650	-1.4	3.13	3.64	1908.t000596, 42.m03367, TGME49_024650, TgGLEAN_6508, TgGlmHMM_2860, TgTigrScan_2754, TgTwinScan_5271, mrna.TGME49_024650A, tigr:cds.TGME49_024650A	
TGME49_224660	-1.3	3.25	3.65	1908.t000597, 42.m03368, TGME49_024660, TgGLEAN_6375, TgGlmHMM_2861, TgTigrScan_2755, TgTwinScan_5272, mrna.TGME49_024660A, tigr:cds.TGME49_024660A	
TGME49_224670	-2.2	1.58	2.73	1908.t000598, TGME49_024670, TgGLEAN_6509, TgGlmHMM_2862, TgTigrScan_2757, TgTwinScan_5273, mrna.TGME49_024670A, tigr:cds.TGME49_024670A	
TGME49_224675	-1	0	0.04	1908.t000599, TGME49_024675	
TGME49_224680	-3.9	1.94	3.88	1908.t000600, 42.m03369, TGME49_024680, TgGLEAN_6510, TgGlmHMM_2862, TgTigrScan_2758, mrna.TGME49_024680A, tigr:cds.TGME49_024680A	
TGME49_224700	1.2	1.99	1.7	1908.t000601, 42.m03370, TGME49_024700, TgGLEAN_6511, TgGlmHMM_2862, TgTigrScan_2759, TgTwinScan_5276, mrna.TGME49_024700A, tigr:cds.TGME49_024700A	
TGME49_224710	-1.4	0.86	1.34	1908.t000602, 42.m03371, TGME49_024710, TgGLEAN_6512, TgGlmHMM_2862, TgTigrScan_2760, TgTwinScan_5277, mrna.TGME49_024710A, tigr:cds.TGME49_024710A	
TGME49_224720	-1.3	3.81	4.24	1908.t000603, 42.m03372, TGME49_024720, TgGLEAN_6513, TgGlmHMM_2863, TgTigrScan_2761, TgTwinScan_5278, mrna.TGME49_024720A, tigr:cds.TGME49_024720A	
TGME49_224730	-1.6	2.59	3.25	1908.t000604, 42.m05837, TGME49_024730, TgGLEAN_6374, TgGlmHMM_2864, TgTwinScan_5279, mrna.TGME49_024730A, tigr:cds.TGME49_024730A	
TGME49_224740	-1.2	4.48	4.72	1908.t000605, 42.m03373, TGME49_024740, TgGLEAN_6514, TgGlmHMM_2865, TgTigrScan_2761, TgTwinScan_5280, mrna.TGME49_024740A, tigr:cds.TGME49_024740A	
TGME49_224750	-1.2	4.91	5.13	1908.t000606, 42.m00002, TGME49_024750, TgGLEAN_6515, TgGlmHMM_2866, TgTigrScan_2762, TgTwinScan_5281, mrna.TGME49_024750A, tigr:cds.TGME49_024750A	
TGME49_224760	-1.5	5.16	5.79	1908.t000607, 42.m05851, TGME49_024760, TgGLEAN_6516, TgGlmHMM_2867, TgTigrScan_2763, TgTwinScan_5282, mrna.TGME49_024760A, tigr:cds.TGME49_024760A	
TGME49_224770	-1	6.29	6.3	1908.t000608, 42.m05852, TGME49_024770, TgGLEAN_6517, TgGlmHMM_2868, TgTigrScan_2764, TgTwinScan_5283, mrna.TGME49_024770A, tigr:cds.TGME49_024770A	
TGME49_224780	-3.3	1.56	3.3	1908.t000609, 42.m05853, TGME49_024780, TgGlmHMM_2869, TgTwinScan_5284, mrna.TGME49_024780A, tigr:cds.TGME49_024780A	
TGME49_224790	-1.8	2.97	3.81	1908.t000610, 42.m05854, TGME49_024790, TgGLEAN_6518, TgGlmHMM_2869, TgTigrScan_2766, TgTwinScan_5285, mrna.TGME49_024790A, tigr:cds.TGME49_024790A	
TGME49_224800	-1.5	3.87	4.5	1908.t000611, 42.m03379, TGME49_024800, TgGLEAN_6519, TgGlmHMM_2870, TgTigrScan_2767, TgTwinScan_5286, mrna.TGME49_024800A, tigr:cds.TGME49_024800A	
TGME49_224810	-5.9	1.92	4.48	1908.t000612, 42.m03380, TGME49_024810, TgGLEAN_6521, TgGlmHMM_2871, TgTigrScan_2769, TgTwinScan_5287, mrna.TGME49_024810A, tigr:cds.TGME49_024810A	
TGME49_224820	-1.1	3.87	4.05	1908.t000613, 42.m05835, TGME49_024820, mrna.TGME49_024820A, tigr:cds.TGME49_024820A	
TGME49_224830	-1	2.16	2.19	1908.t000614, 42.m03382, TGME49_024830, TgGLEAN_6522, TgGlmHMM_2871, TgTigrScan_2770, TgTwinScan_5288, mrna.TGME49_024830A, tigr:cds.TGME49_024830A	
TGME49_224840	-1.1	3.16	3.29	1908.t000615, 42.m03383, TGME49_024840, TgGLEAN_6373, TgGlmHMM_2872, TgTigrScan_2771, TgTwinScan_5289, TgTwinScan_5290, mrna.TGME49_024840A, tigr:cds.TGME49_024840A	
TGME49_224845	-2.9	0.85	2.37	1908.t000616, TGME49_024845	
TGME49_224850	-1.1	6.79	6.94	1908.t000617, 42.m03384, TGME49_024850, TgGLEAN_6372, TgGlmHMM_2872, TgTigrScan_2772, TgTwinScan_5291, mrna.TGME49_024850A, tigr:cds.TGME49_024850A	
TGME49_224860	-1.4	4.44	4.94	1908.t000618, 42.m00115, TGME49_024860, TgGLEAN_6523, TgGlmHMM_2873, TgTigrScan_3672, TgTwinScan_5292, mrna.TGME49_024860A, tigr:cds.TGME49_024860A	
TGME49_224870	-1.3	1.01	1.43	1908.t000619, 42.m03386, TGME49_024870, TgGLEAN_6369, TgGLEAN_6370, TgGlmHMM_2874, TgTigrScan_3673, TgTigrScan_3674, TgTigrScan_3675, TgTwinScan_5293, TgTwinScan_5294, mrna.TGME49_024870A, tigr:cds.TGME49_024870A	
TGME49_224880	1.1	2.46	2.36	1908.t000620, 42.m03387, TGME49_024880, TgGLEAN_6524, TgGlmHMM_2875, TgTigrScan_3676, TgTwinScan_5295, mrna.TGME49_024880A, tigr:cds.TGME49_024880A	
TGME49_224890	-2.6	1.61	3	1908.t000621, 42.m03388, TGME49_024890, TgGLEAN_6525, TgGlmHMM_2875, TgTigrScan_3677, TgTwinScan_5296, mrna.TGME49_024890A, tigr:cds.TGME49_024890A	
TGME49_224900	-1.1	7.09	7.21	1908.t000622, 42.m00116, TGME49_024900, TgGLEAN_6368, TgGlmHMM_2876, TgTigrScan_3678, TgTwinScan_5297, mrna.TGME49_024900A, tigr:cds.TGME49_024900A	
TGME49_224905	-2.5	3.95	5.28	1908.t000623, TGME49_024905	
TGME49_224910	-1.5	4.22	4.79	1908.t000624, 42.m07402, TGME49_024910, TgGLEAN_6367, TgGlmHMM_2876, TgTigrScan_1773, TgTwinScan_5299, mrna.TGME49_024910A, tigr:cds.TGME49_024910A	
TGME49_224920	-1.4	2.23	2.68	1908.t000625, 42.m03390, TGME49_024920, TgGLEAN_6527, TgGLEAN_6528, TgGlmHMM_2877, TgTigrScan_1774, TgTigrScan_1775, TgTwinScan_5300, mrna.TGME49_024920A, tigr:cds.TGME49_024920A	
TGME49_224928	-1.6	1.61	2.26	1908.t000626, 42.m05839, TGME49_024930, TgGLEAN_6529, TgGLEAN_6530, TgGlmHMM_2878, TgTigrScan_1776, TgTigrScan_1777, TgTwinScan_5301	
TGME49_224932	-2.3	5.05	6.26	1908.t000627, TGME49_024930, TgGLEAN_6529, TgGLEAN_6530, TgGlmHMM_2878, TgTigrScan_1776, TgTigrScan_1777, TgTwinScan_5301, mrna.TGME49_024930A, tigr:cds.TGME49_024930A	
TGME49_224935	1	0.19	0.15	1908.t000628, TGME49_024935	
TGME49_224940	-1.3	1.81	2.23	1908.t000629, 42.m03392, TGME49_024940, TgGLEAN_6365, TgGlmHMM_2879, TgTigrScan_1779, TgTwinScan_5304, mrna.TGME49_024940A, tigr:cds.TGME49_024940A	
TGME49_224950	-1.5	3.59	4.22	1908.t000630, 42.m03393, 42.m03394, TGME49_024950, TgGLEAN_6363, TgGLEAN_6364, TgGlmHMM_2880, TgTigrScan_1779, TgTigrScan_1780, TgTwinScan_5305, mrna.TGME49_024950A, tigr:cds.TGME49_024950A	
TGME49_224960	-1.3	4.03	4.41	1908.t000631, TGME49_024960, TgGLEAN_6362, TgGlmHMM_2880, TgTigrScan_1781, TgTwinScan_5306, mrna.TGME49_024960A, tigr:cds.TGME49_024960A	
TGME49_224970	-1.4	3.68	4.22	1908.t000632, 42.m03395, TGME49_024970, TgGLEAN_6361, TgGlmHMM_2881, TgTigrScan_1782, TgTwinScan_5307, mrna.TGME49_024970A, tigr:cds.TGME49_024970A	
TGME49_224980	-2.8	3.48	4.97	1908.t000633, 42.m03396, TGME49_024980, TgGLEAN_6359, TgGlmHMM_2881, TgTigrScan_1784, TgTwinScan_5308, mrna.TGME49_024980A, tigr:cds.TGME49_024980A	
TGME49_224990	-1.3	4.18	4.61	1908.t000634, 42.m07414, TGME49_024990, TgGLEAN_6531, TgGlmHMM_2882, TgTwinScan_5309, mrna.TGME49_024990A, tigr:cds.TGME49_024990A	
TGME49_225000	-1.4	3.59	4.07	1908.t000635, 42.m03397, TGME49_025000, TgGLEAN_6532, TgGlmHMM_2883, TgTigrScan_1785, TgTigrScan_1786, TgTwinScan_5310, mrna.TGME49_025000A, tigr:cds.TGME49_025000A	
TGME49_225005	-1	0	0.05	1908.t000636, TGME49_025005	
TGME49_225010	-1.7	2.36	3.11	1908.t000637, 42.m03398, TGME49_025010, TgGLEAN_6533, TgGlmHMM_2883, TgTigrScan_1786, TgTwinScan_5311, mrna.TGME49_025010A, tigr:cds.TGME49_025010A	
TGME49_225020	1.3	3.46	3.07	1908.t000638, 42.m03399, TGME49_025020, TgGLEAN_6533, TgGlmHMM_2883, TgTigrScan_1786, TgTwinScan_5312, mrna.TGME49_025020A, tigr:cds.TGME49_025020A	
TGME49_225028	-1.9	0.75	1.64	1908.t000639, 42.m03400, TGME49_025030, TgGLEAN_6358, TgGlmHMM_2884, TgTigrScan_1787, TgTwinScan_5313, TgTwinScan_5314	
TGME49_225032	-1.3	0.76	1.17	1908.t000640, TGME49_025030, TgGLEAN_6358, TgGlmHMM_2884, TgTigrScan_1787, TgTwinScan_5313, TgTwinScan_5314, mrna.TGME49_025030A, tigr:cds.TGME49_025030A	
TGME49_225050	1	5.72	5.7	1908.t000642, 42.m00008, TGME49_025050, TgGLEAN_6534, TgGlmHMM_2885, TgTigrScan_1788, TgTwinScan_5315, mrna.TGME49_025050A, tigr:cds.TGME49_025050A	
TGME49_225060	-1.3	4.72	5.12	1908.t000643, 42.m00038, TGME49_025060, TgGLEAN_6357, TgGlmHMM_2886, TgTigrScan_0273, TgTwinScan_5316, mrna.TGME49_025060A, tigr:cds.TGME49_025060A	
TGME49_225070	-5	2.35	4.66	1908.t000644, 42.m03403, TGME49_025070, TgGLEAN_6535, TgGlmHMM_2887, TgTigrScan_0274, TgTwinScan_5317, mrna.TGME49_025070A, tigr:cds.TGME49_025070A	
TGME49_225080	1.1	10.22	10.07	1908.t000645, 42.m00037, TGME49_025080, TgGLEAN_6356, TgGlmHMM_2888, TgTigrScan_0275, TgTwinScan_5318, mrna.TGME49_025080A, tigr:cds.TGME49_025080A	
TGME49_225090	-1.3	3.21	3.54	1908.t000646, 42.m03405, 42.m07440, TGME49_025090, TgGLEAN_6536, TgGLEAN_6537, TgGLEAN_6538, TgGlmHMM_2889, TgGlmHMM_2890, TgTigrScan_0276, TgTigrScan_0277, TgTwinScan_5320, mrna.TGME49_025090A, tigr:cds.TGME49_025090A	
TGME49_225098	-1.8	3.08	3.94	1908.t000647, TGME49_025100, TgGLEAN_6354, TgGlmHMM_2891, TgTwinScan_5321	
TGME49_225102	-2.4	1.3	2.57	1908.t000648, 42.m07401, TGME49_025100, TgGLEAN_6354, TgGlmHMM_2891, TgTwinScan_5321, mrna.TGME49_025100A, tigr:cds.TGME49_025100A	
TGME49_225105	1.2	3.57	3.27	1908.t000649, TGME49_025105	
TGME49_225108	-1.2	2	2.32	1908.t000650, TGME49_025108	
TGME49_225110	-1.4	3.19	3.71	1908.t000651, 42.m03406, TGME49_025110, TgGLEAN_6352, TgGlmHMM_2891, TgTigrScan_0278, TgTigrScan_0279, TgTwinScan_5325, mrna.TGME49_025110A, tigr:cds.TGME49_025110A	
TGME49_225120	-1.6	0.78	1.45	1908.t000652, 42.m03406, TGME49_025120, TgGLEAN_6351, TgGlmHMM_2891, TgTigrScan_0280, TgTwinScan_5326, mrna.TGME49_025120A, tigr:cds.TGME49_025120A	
TGME49_225125	-1.3	3.48	3.83	1908.t000653, TGME49_025125	
TGME49_225130	-1.4	2.9	3.36	1908.t000654, 42.m03407, TGME49_025130, TgGLEAN_6540, TgGlmHMM_2893, TgTigrScan_0282, TgTwinScan_5328, mrna.TGME49_025130A, tigr:cds.TGME49_025130A	
TGME49_225140	-6.2	3.02	5.66	1908.t000655, 42.m03408, TGME49_025140, TgGLEAN_6542, TgGlmHMM_2893, TgTigrScan_0284, TgTwinScan_5329, mrna.TGME49_025140A, tigr:cds.TGME49_025140A	
TGME49_225150	1.2	0.49	0.17	1908.t000656, 42.m03409, TGME49_025150, TgGLEAN_6350, TgGlmHMM_2894, TgTigrScan_0285, TgTwinScan_5330, mrna.TGME49_025150A, tigr:cds.TGME49_025150A	
TGME49_225160	1	0.08	0.08	1908.t000657, 42.m03409, TGME49_025160, TgGLEAN_6350, TgGlmHMM_2894, TgTigrScan_0285, mrna.TGME49_025160A, tigr:cds.TGME49_025160A	
TGME49_225170	-8.4	1.92	5	1908.t000658, 42.m03410, TGME49_025170, TgGLEAN_6544, TgGlmHMM_2895, mrna.TGME49_025170A, tigr:cds.TGME49_025170A	
TGME49_225190	-1.2	2.53	2.75	1908.t000659, 42.m07399, TGME49_025190, TgGLEAN_6349, TgGlmHMM_2897, TgTigrScan_0287, TgTwinScan_5333, mrna.TGME49_025190A, tigr:cds.TGME49_025190A	
TGME49_225200	1.1	3.14	3	1908.t000660, 42.m03411, 42.m07438, TGME49_025200, TgGLEAN_6348, TgGlmHMM_2897, TgTigrScan_0289, TgTwinScan_5335, mrna.TGME49_025200A, tigr:cds.TGME49_025200A	
TGME49_225210	-1	1.67	1.72	1908.t000661, TGME49_025210, TgGLEAN_6546, TgGlmHMM_2898, TgTigrScan_0290, mrna.TGME49_025210A, tigr:cds.TGME49_025210A	
TGME49_225220	-1.5	4.01	4.56	1908.t000662, TGME49_025220, TgGLEAN_6546, TgGlmHMM_2898, TgTigrScan_0290, TgTwinScan_5337, mrna.TGME49_025220A, tigr:cds.TGME49_025220A	
TGME49_225230	-1.3	3.11	3.44	1908.t000663, 42.m03412, TGME49_025230, TgGLEAN_6547, TgGlmHMM_2898, TgTigrScan_0291, TgTwinScan_5338, mrna.TGME49_025230A, tigr:cds.TGME49_025230A	
TGME49_225240	-1.1	5.55	5.63	1908.t000664, 42.m00064, TGME49_025240, TgGLEAN_6346, TgGlmHMM_2899, TgTigrScan_0292, TgTwinScan_5339, mrna.TGME49_025240A, tigr:cds.TGME49_025240A	
TGME49_225250	-1.1	5.21	5.28	1908.t000665, 42.m00063, TGME49_025250, TgGLEAN_6345, TgGlmHMM_2900, TgTigrScan_0292, TgTwinScan_5340, mrna.TGME49_025250A, tigr:cds.TGME49_025250A	
TGME49_225260	-1.3	4.1	4.51	1908.t000666, 42.m05840, TGME49_025260, TgGLEAN_6344, TgGlmHMM_2900, TgTigrScan_0292, TgTwinScan_5341, mrna.TGME49_025260A, tigr:cds.TGME49_025260A	
TGME49_225270	-1.2	2.12	2.37	1908.t000667, 42.m03415, TGME49_025270, TgGLEAN_6548, TgGlmHMM_2901, TgTigrScan_0294, TgTwinScan_5342, mrna.TGME49_025270A, tigr:cds.TGME49_025270A	
TGME49_225280	-1.4	0.54	1	1908.t000668, TGME49_025280, TgGLEAN_6343, TgGlmHMM_2902, TgTigrScan_0295, TgTwinScan_5343, mrna.TGME49_025280A, tigr:cds.TGME49_025280A	
TGME49_225290	-1.3	1.08	1.49	1908.t000669, 42.m03416, TGME49_025290, TgGLEAN_6549, TgGLEAN_6550, TgGlmHMM_2903, TgTigrScan_0296, mrna.TGME49_025290A, tigr:cds.TGME49_025290A	
TGME49_225300	1.1	3.62	3.44	1908.t000670, 42.m00039, TGME49_025300, TgGLEAN_6551, TgGlmHMM_2904, TgTwinScan_5344, mrna.TGME49_025300A, tigr:cds.TGME49_025300A	
TGME49_225310	-1.3	5.56	5.98	1908.t000671, 42.m00062, TGME49_025310, TgGLEAN_6342, TgGlmHMM_2905, TgTigrScan_0298, TgTwinScan_5345, mrna.TGME49_025310A, tigr:cds.TGME49_025310A	
TGME49_225315	-1.4	0.92	1.43	1908.t000969, TGME49_025315	
TGME49_225320	1.1	3.86	3.74	1908.t000672, 42.m00061, TGME49_025320, TgGLEAN_6342, TgGlmHMM_2905, TgTigrScan_0299, TgTwinScan_5346, mrna.TGME49_025320A, tigr:cds.TGME49_025320A	
TGME49_225330	-1	2.62	2.67	1908.t000673, 42.m00060, TGME49_025330, TgGLEAN_6341, TgGlmHMM_2905, TgTigrScan_0300, TgTwinScan_5347, TgTwinScan_5348, mrna.TGME49_025330A, tigr:cds.TGME49_025330A	
TGME49_225340	-1.1	2.58	2.71	1908.t000674, 42.m03421, TGME49_025340, TgGLEAN_6552, TgGlmHMM_2906, TgTigrScan_0301, TgTwinScan_5349, mrna.TGME49_025340A, tigr:cds.TGME49_025340A	
TGME49_225350	-1.2	3.98	4.19	1908.t000675, 42.m07415, TGME49_025350, TgGLEAN_6553, TgGlmHMM_2906, TgTigrScan_0302, TgTwinScan_5350, mrna.TGME49_025350A, tigr:cds.TGME49_025350A	
TGME49_225360	1	3.91	3.86	1908.t000676, TGME49_025360, TgGLEAN_6554, TgGlmHMM_2906, TgTigrScan_0303, TgTwinScan_5351, mrna.TGME49_025360A, tigr:cds.TGME49_025360A	
TGME49_225370	-1.4	1.68	2.13	1908.t000677, 42.m07397, TGME49_025370, TgTigrScan_0304, mrna.TGME49_025370A, tigr:cds.TGME49_025370A	
TGME49_225380	-1.3	4.3	4.66	1908.t000678, TGME49_025380, TgGLEAN_6340, TgGlmHMM_2907, TgTigrScan_0305, TgTwinScan_5353, mrna.TGME49_025380A, tigr:cds.TGME49_025380A	
TGME49_225400	-1.1	0.16	0.36	1908.t000679, 42.m07416, TGME49_025400, TgGLEAN_6555, TgGlmHMM_2908, TgTigrScan_0307, TgTwinScan_5354, mrna.TGME49_025400A, tigr:cds.TGME49_025400A	
TGME49_225410	-1.4	4.14	4.65	1908.t000680, 42.m00059, TGME49_025410, TgGLEAN_6338, TgGlmHMM_2909, TgTigrScan_0308, mrna.TGME49_025410A, tigr:cds.TGME49_025410A	
TGME49_225413	-2.1	2.01	3.06	1908.t000681, TGME49_025413	
TGME49_225420	-1.2	3.83	4.14	1908.t000683, 42.m00058, TGME49_025420, TgGLEAN_6336, TgGlmHMM_2909, TgTigrScan_0312, TgTwinScan_5358, mrna.TGME49_025420A, tigr:cds.TGME49_025420A	
TGME49_225430	-1.1	2.18	2.36	1908.t000684, 42.m03425, TGME49_025430, TgGLEAN_6559, TgGlmHMM_2910, TgTigrScan_0313, TgTwinScan_5359, mrna.TGME49_025430A, tigr:cds.TGME49_025430A	
TGME49_225435	-2.4	0	1.25	1908.t000685, TGME49_025435	
TGME49_225440	-1.3	1.58	2.01	1908.t000686, 42.m03426, TGME49_025440, TgGLEAN_6560, TgTigrScan_0314, mrna.TGME49_025440A, tigr:cds.TGME49_025440A	
TGME49_225450	-1.4	3.55	4	1908.t000687, 42.m00057, TGME49_025450, TgGLEAN_6334, TgGlmHMM_2911, TgTigrScan_0315, TgTwinScan_5361, mrna.TGME49_025450A, tigr:cds.TGME49_025450A	
TGME49_225460	-1.3	0	0.41	1908.t000688, 42.m00040, TGME49_025460, TgGLEAN_6561, TgGlmHMM_2912, TgTigrScan_0316, TgTwinScan_5362, mrna.TGME49_025460A, tigr:cds.TGME49_025460A	
TGME49_225470	-1.2	3.71	4.01	1908.t000689, 42.m00056, TGME49_025470, TgGLEAN_6333, TgGlmHMM_2913, TgTigrScan_0317, mrna.TGME49_025470A, tigr:cds.TGME49_025470A	
TGME49_225480	-1.3	2.66	3.05	1908.t000690, 42.m00041, TGME49_025480, TgGLEAN_6562, TgGlmHMM_2914, TgTigrScan_0318, TgTwinScan_5363, mrna.TGME49_025480A, tigr:cds.TGME49_025480A	
TGME49_225490	-1.6	3.58	4.21	1908.t000691, 42.m00005, TGME49_025490, TgGLEAN_6332, TgGlmHMM_2915, TgTigrScan_0319, TgTwinScan_5364, mrna.TGME49_025490A, tigr:cds.TGME49_025490A	
TGME49_225500	-1.7	3.42	4.18	1908.t000692, 42.m00055, TGME49_025500, TgGLEAN_6331, TgGlmHMM_2915, TgTigrScan_0320, TgTwinScan_5365, mrna.TGME49_025500A, tigr:cds.TGME49_025500A	
TGME49_225510	-1.3	1.85	2.21	1908.t000693, 42.m00054, TGME49_025510, TgGLEAN_6330, TgGlmHMM_2915, TgTigrScan_0322, TgTwinScan_5366, mrna.TGME49_025510A, tigr:cds.TGME49_025510A	
TGME49_225520	-1.3	1.64	1.97	1908.t000694, 42.m07396, TGME49_025520, TgGlmHMM_2915, mrna.TGME49_025520A, tigr:cds.TGME49_025520A	
TGME49_225530	-1.2	4.33	4.58	1908.t000695, TGME49_025530, TgGLEAN_6563, TgGlmHMM_2916, TgTigrScan_0323, TgTwinScan_5367, mrna.TGME49_025530A, tigr:cds.TGME49_025530A	
TGME49_225540	-1.3	5.47	5.81	1908.t000696, 42.m00042, TGME49_025540, TgGLEAN_6564, TgGlmHMM_2916, TgTigrScan_0324, TgTwinScan_5368, mrna.TGME49_025540A, tigr:cds.TGME49_025540A	
TGME49_225550	-1.3	5.16	5.55	1908.t000697, 42.m03435, TGME49_025550, TgGLEAN_6329, TgGlmHMM_2917, TgTigrScan_0325, TgTwinScan_5369, mrna.TGME49_025550A, tigr:cds.TGME49_025550A	
TGME49_225555	1	8.34	8.28	1908.t000973, TGME49_025555	
TGME49_225560	-1	0.43	0.44	1908.t000698, 42.m00044, TGME49_025560, TgGLEAN_6566, TgGlmHMM_2918, TgTigrScan_0326, TgTigrScan_0327, TgTwinScan_5371, mrna.TGME49_025560A, tigr:cds.TGME49_025560A	
TGME49_225570	-3.4	0.77	2.56	1908.t000699, 42.m03437, TGME49_025570, TgGLEAN_6567, TgGLEAN_6568, TgGlmHMM_2919, TgTigrScan_0328, TgTwinScan_5372, mrna.TGME49_025570A, tigr:cds.TGME49_025570A	
TGME49_225580	-1.1	5.13	5.29	1908.t000700, 42.m00053, TGME49_025580, TgGLEAN_6328, TgGlmHMM_2920, TgTigrScan_0329, TgTwinScan_5373, mrna.TGME49_025580A, tigr:cds.TGME49_025580A	
TGME49_225590	-3.1	0.95	2.59	1908.t000701, TGME49_025590	
TGME49_225680	-2.1	1.71	2.76	1908.t000702, TGME49_025680	
TGME49_225690	1	3.55	3.52	1908.t000703, 42.m03440, TGME49_025690, TgGLEAN_6325, TgGlmHMM_2922, TgTigrScan_0334, TgTwinScan_5377, mrna.TGME49_025690A, tigr:cds.TGME49_025690A	
TGME49_225710	-1.2	3.69	3.95	1908.t000704, 42.m00045, TGME49_025710, TgGLEAN_6570, TgGlmHMM_2923, TgTigrScan_0335, TgTwinScan_5379, mrna.TGME49_025710A, tigr:cds.TGME49_025710A	
TGME49_225720	-1.1	4.39	4.55	1908.t000705, 42.m00052, TGME49_025720, TgGLEAN_6323, TgGlmHMM_2924, TgTigrScan_0336, TgTwinScan_5380, mrna.TGME49_025720A, tigr:cds.TGME49_025720A	
TGME49_225730	-1.1	6.83	7.02	1908.t000706, 42.m00046, TGME49_025730, TgGLEAN_6571, TgGlmHMM_2925, TgTigrScan_0337, TgTwinScan_5381, mrna.TGME49_025730A, tigr:cds.TGME49_025730A	
TGME49_225745	1	0.9	0.86	1908.t000707, 42.m03444, 42.m03445, 42.m03446, TGME49_025740, TGME49_025750, TGME49_025760, TgGLEAN_6317, TgGLEAN_6318, TgGLEAN_6319, TgGLEAN_6320, TgGLEAN_6321, TgGLEAN_6322, TgGlmHMM_2926, TgTigrScan_0338, TgTigrScan_0339, TgTigrScan_0340, TgTigrScan_0341, TgTigrScan_0342, TgTwinScan_5382, TgTwinScan_5383, TgTwinScan_5386, mrna.TGME49_025740A, mrna.TGME49_025750A, mrna.TGME49_025760A, tigr:cds.TGME49_025740A, tigr:cds.TGME49_025750A, tigr:cds.TGME49_025760A	
TGME49_225770	-1.2	2.62	2.91	1908.t000711, 42.m03447, TGME49_025770, TgGLEAN_6572, TgGlmHMM_2927, TgTigrScan_0343, TgTwinScan_5387, mrna.TGME49_025770A, tigr:cds.TGME49_025770A	
TGME49_225780	-1.4	3.02	3.54	1908.t000712, 42.m03448, TGME49_025780, TgGLEAN_6573, TgGlmHMM_2928, TgTigrScan_0345, TgTwinScan_5389, mrna.TGME49_025780A, tigr:cds.TGME49_025780A	
TGME49_225790	-1.4	0.5	0.93	1908.t000713, 42.m00051, TGME49_025790, TgGLEAN_6315, TgGlmHMM_2929, TgTigrScan_0346, mrna.TGME49_025790A, tigr:cds.TGME49_025790A	
TGME49_225800	-1.4	3.52	4	1908.t000714, 42.m00047, TGME49_025800, TgGLEAN_6574, TgGlmHMM_2930, TgTigrScan_0347, TgTwinScan_5390, mrna.TGME49_025800A, tigr:cds.TGME49_025800A	
TGME49_225810	-1.3	4.9	5.29	1908.t000715, 42.m03451, TGME49_025810, TgGLEAN_6314, TgGlmHMM_2931, TgTigrScan_0348, TgTwinScan_5391, mrna.TGME49_025810A, tigr:cds.TGME49_025810A	
TGME49_225820	-1.6	2.94	3.65	1908.t000717, 42.m03452, TGME49_025820, TgGLEAN_6575, TgGlmHMM_2932, TgTigrScan_0349, TgTwinScan_5392, mrna.TGME49_025820A, tigr:cds.TGME49_025820A	
TGME49_225830	-1	0	0.01	1908.t000718, 42.m03453, TGME49_025830, TgGLEAN_6313, TgGlmHMM_2933, TgTigrScan_0350, TgTwinScan_5393, mrna.TGME49_025830A, tigr:cds.TGME49_025830A	
TGME49_225840	-1.7	2.76	3.5	1908.t000719, 42.m03454, TGME49_025840, TgGLEAN_6312, TgGlmHMM_2933, TgTigrScan_0351, TgTwinScan_5394, mrna.TGME49_025840A, tigr:cds.TGME49_025840A	
TGME49_225850	-1.6	2.76	3.43	1908.t000720, 42.m03455, TGME49_025850, TgGLEAN_6310, TgGLEAN_6311, TgGlmHMM_2933, TgTigrScan_0353, TgTwinScan_5395, mrna.TGME49_025850A, tigr:cds.TGME49_025850A	
TGME49_225860	1.1	3.67	3.6	1908.t000721, 42.m03456, TGME49_025860, TgGLEAN_6577, TgGlmHMM_2934, TgTigrScan_0354, TgTwinScan_5396, mrna.TGME49_025860A, tigr:cds.TGME49_025860A	
TGME49_225870	-1.2	2.98	3.28	1908.t000722, 42.m03457, TGME49_025870, TgGLEAN_6309, TgGlmHMM_2935, TgTigrScan_0355, TgTwinScan_5397, mrna.TGME49_025870A, tigr:cds.TGME49_025870A	
TGME49_225880	-4.1	4	6.03	1908.t000723, 42.m03458, TGME49_025880, TgGLEAN_6308, TgGlmHMM_2935, TgTigrScan_0357, TgTwinScan_5398, mrna.TGME49_025880A, tigr:cds.TGME49_025880A	
TGME49_225890	-1.6	3.08	3.79	1908.t000724, 42.m03459, TGME49_025890, TgGLEAN_6578, TgGLEAN_6579, TgGLEAN_6580, TgGlmHMM_2936, TgTigrScan_0359, TgTigrScan_0360, TgTwinScan_5399, mrna.TGME49_025890A, tigr:cds.TGME49_025890A	
TGME49_225900	-1.5	3.16	3.76	1908.t000725, 42.m03460, TGME49_025900, TgGLEAN_6306, TgGlmHMM_2937, TgTigrScan_0361, TgTwinScan_5400, mrna.TGME49_025900A, tigr:cds.TGME49_025900A	
